id	lastName	givenName1	givenName2	dateOfBirth	sex	isAlive	locality	postcode	originalContext	recordDate
500009414	RAPER	ANTONIA	LACY	1983-07-01	M	Y	Mont Albert	3127	null	2016-11-03
500009409	TOMASELLO	LUTHER	BRITT	1960-11-16	M	Y	Menora	6050	null	1998-10-08
500009408	STURM	WARNER	CHRIS	1994-08-14	M	Y	No usual address (Vic.)	9494	null	2009-07-11
500009411	WIESNER	CANDACE	JANNIE	2002-06-20	F	Y	Lota	4179	null	2015-01-24
500009410	HILBERT	MELVIN	WILBER	1941-12-20	M	N	Larrakeyah	0820	null	2005-01-19
500009437	LORD	SHIRLEY	TYLER	1966-09-25	M	Y	Oman	International	null	2008-06-15
500009436	GRICE	ISRAEL	BILL	1941-12-05	M	Y	Ascot (Brisbane - Qld)	4007	null	2005-08-16
500009439	FARIS	EARLENE	MYRTICE	1957-06-13	F	Y	Manunda	4870	null	2002-02-07
500009438	HEFFERNAN	DAVID	ROWENA	1941-06-13	F	Y	Yuraygir	2464	null	2005-10-09
500009433	RENSHAW	ERICH	BORIS	1963-10-21	M	Y	Prairiewood	2176	null	1998-07-13
500009432	STPIERRE	LYNN	KYLE	1993-10-12	M	Y	Bulgaria	International	null	2003-12-23
500009435	CONGDON	OTILIA	INGRID	2005-11-27	F	Y	Duncraig	6023	null	2014-08-21
500009434	LOVELAND	VERN	LENARD	1951-04-07	M	N	Kiels Mountain	4559	null	2013-06-19
500009429	PEACH	GERALD	WILLY	1995-01-21	M	Y	Georgia	International	null	2001-01-13
500009428	VIA	CRISTI	NOREEN	1961-01-20	F	Y	Lebanon	International	null	2000-10-26
500009431	BONNETT	JACINTA	HATTIE	1961-10-01	F	Y	Carlingford	2118	null	1998-01-23
500009430	GILLAND	LANCE	BURTON	1947-10-08	M	Y	Lidcombe	2141	null	1999-06-27
500009425	STRAUB	RALPH	HORACIO	1969-10-20	M	Y	Black Hill (NSW)	2322	null	2006-03-04
500009424	TOLMAN	JEAN	TUAN	1935-01-03	M	Y	Nelson Bay (NSW)	2315	null	2003-10-22
500009427	ISRAEL	MATHEW	REFUGIO	1943-11-13	M	Y	Lebanon	International	null	2000-03-07
500009426	CAUTHEN	WALTER	RODRICK	1993-01-20	M	Y	Hadfield	3046	null	2006-03-03
500009453	FINKELSTEIN	GOLDIE	DOLLIE	1984-03-20	F	Y	Derrimut	3030	null	2017-08-05
500009452	REDFIELD	MALIA	SHEENA	1968-05-08	F	Y	Bonbeach	3196	null	1998-10-15
500009455	FISCUS	DICK	DEWEY	1941-07-16	M	Y	St Clair (Penrith - NSW)	2759	null	2003-05-24
500009454	SPINNER	MARIAM	LUCIA	1956-06-07	F	Y	Bankstown Aerodrome	2200	null	2007-05-02
500009449	PECKHAM	LOIS	JANEL	1964-01-15	F	Y	Laos	International	null	2007-03-26
500009448	KELLEHER	LYN	ELISHA	2009-03-26	F	Y	Marrickville	2204	null	2017-07-25
500009451	THORNBURG	JOSE	LOVIE	1973-09-27	F	Y	Eastwood (NSW)	2122	null	2007-07-20
500009450	KIMBER	HESTER	VALENCIA	1950-04-16	F	N	Windsor (Qld)	4030	null	2006-10-15
500009445	FROMM	FREDRIC	HASSAN	1982-04-28	M	Y	Iran	International	null	2013-03-27
500009444	LOFTUS	RICKEY	WYATT	1974-12-24	M	Y	Chermside	4032	null	2006-03-13
500009447	ENDSLEY	CLAUDINE	NANNETTE	1979-09-20	F	Y	Alexandra Hills	4161	null	1998-04-10
500009446	KOLLAR	ROBBIN	SU	1971-07-20	F	Y	Glen Waverley	3150	null	2003-03-21
500009441	STRAW	GEORGINA	TESSA	1973-03-15	F	Y	Wannanup	6210	null	2004-06-23
500009440	BOSWORTH	DONNELL	CLAY	1964-04-10	M	Y	Pelaw Main	2327	null	2004-06-04
500009443	SHUEY	ANN	CHARLIE	1978-09-24	F	Y	Earlwood	2206	null	1999-02-03
500009442	MCCLAIN	BRITTANI	JULIANA	1942-02-11	F	Y	Myanmar/Burma	International	null	1998-11-16
500009469	PETERSON	DUSTIN	MORRIS	1939-10-03	M	Y	Shelley (WA)	6148	null	2004-08-19
500009468	JACKSON	DARCIE	IVY	1941-05-21	F	Y	Manunda	4870	null	2000-01-16
500009471	MATHIAS	LELIA	DEBI	1983-03-23	F	Y	Broadbeach Waters	4218	null	2005-01-14
500009470	HOPSON	LES	GLENN	1981-02-10	M	Y	Fimiston	6432	null	2004-06-26
500009465	BORCHERS	ISABELLA	ARTIE	1942-11-28	F	Y	Bayview Heights	4868	null	2002-06-01
500009464	AVIS	LYNN	LAKESHA	1950-04-07	F	Y	Guatemala	International	null	2004-12-21
500009467	CANALE	FAUSTINO	DARREN	1956-06-04	M	Y	Kyabram	3620	null	2013-09-27
500009466	GOGGINS	THOMAS	KIRBY	1978-12-20	M	Y	Koroit	3282	null	2015-02-03
500009461	SILVERBERG	FRANCESCO	EDGARDO	1956-05-09	M	Y	Gabon	International	null	1999-01-09
500009460	GHOLSON	AARON	LEON	1968-11-08	M	Y	Turkey	International	null	2002-12-17
500009463	ISHAM	SIMON	NEVILLE	1935-09-14	M	N	South Wharf	3006	null	2002-01-04
500009462	DUERR	ANTONIO	ERROL	1991-08-07	M	Y	Thora	2454	null	2013-04-02
500009457	FULK	DELMA	EBONY	1974-07-26	F	Y	Delacombe	3356	null	2015-06-24
500009456	BOGNER	JUSTIN	BROOKS	1952-05-21	M	N	Iraq	International	null	2016-05-07
500009459	VOORHEES	MAN	WESLEY	1963-01-01	M	Y	Strathpine	4500	null	2008-06-06
500009458	SANDHU	AUGUSTUS	TRACEY	1998-02-15	M	Y	Oak Park	3046	null	2012-05-10
500009357	SHER	ARMIDA	PAULETTE	1952-03-23	F	Y	Baldivis	6171	null	2013-08-28
500009356	HOWARD	WILFRED	DEL	1934-12-15	M	Y	Raceview	4305	null	1999-01-03
500009359	BLOM	TERRELL	LYLE	1979-12-06	M	Y	Linden Park	5065	null	2006-03-19
500009358	MANESS	EZEKIEL	MALCOM	1970-10-22	M	N	Mascot	2020	null	2006-11-24
500009353	BORST	THEODORE	SAM	1946-09-06	M	N	Boambee East	2452	null	2015-12-02
500009352	CERNY	HERBERT	BRICE	1954-09-22	M	Y	Warrandyte	3113	null	2006-02-01
500009355	LUMLEY	BERNARDO	FRITZ	2012-11-12	M	Y	Carlingford	2118	null	2016-07-25
500009354	DREW	MYRIAM	SANJUANITA	2008-05-15	F	Y	Mount Eliza	3930	null	2017-10-23
500009349	LUSK	WILFREDO	LACY	1972-09-25	M	Y	Edgecliff	2027	null	2007-08-26
500009348	SLOAN	WYATT	CLYDE	1942-04-04	M	Y	Marsden	4132	null	1999-12-22
500009351	MEAGHER	JARRETT	GRANVILLE	1999-11-20	M	Y	Guinea	International	null	2008-02-24
500009350	PEET	VICKIE	ROSEANN	1952-07-12	F	Y	Fullarton	5063	null	1999-06-01
500009345	HERRELL	TROY	ALI	1965-08-07	M	Y	Jandakot	6164	null	2015-06-18
500009344	SVOBODA	STEFANI	MELVINA	1950-12-20	F	Y	Enoggera	4051	null	2007-12-17
500009347	DINKINS	DALE	DANIELA	1977-06-08	F	Y	Mount Riverview	2774	null	2008-02-05
500009346	FOOR	PAT	ALANA	1952-01-06	F	Y	St Clair (Penrith - NSW)	2759	null	2004-05-03
500009373	RENTZ	MITTIE	KATELYN	1982-02-12	F	Y	Canada	International	null	2006-03-10
500009372	SAILER	ISRAEL	IVORY	1985-12-26	M	Y	Tweed Heads	2485	null	2015-06-10
500009375	MCLANE	JULIAN	GREGORIO	1959-01-19	M	Y	Perth Airport	6105	null	2008-05-23
500009374	CHILSON	ANGEL	JACQUES	2009-02-16	M	Y	Giralang	2617	null	2013-01-07
500009369	KIME	CAMI	CALLIE	1931-03-16	F	Y	Chad	International	null	1998-11-03
500009368	ELLISON	IRA	ALEJANDRA	1997-02-15	F	Y	Kuluin	4558	null	2016-01-12
500009371	LANDY	TYRON	TYREE	1954-12-26	M	Y	Clayton	3168	null	2001-01-24
500009370	STEINBERG	PAUL	CHELSIE	1998-06-06	F	Y	Indonesia	International	null	2011-02-03
500009365	VOGT	ROY	LUTHER	1966-02-13	M	Y	Launceston	7250	null	2017-07-26
500009364	BLACKWELL	JESSE	KRAIG	1965-02-13	M	Y	Mount Warrigal	2528	null	2007-06-26
500009367	GRACE	VEDA	KARRI	1965-04-27	F	Y	Yellow Rock (Shellharbour - NSW)	2527	null	2017-01-10
500009366	GRANGER	THELMA	LINETTE	2007-03-08	F	Y	Hamilton Valley	2641	null	2013-02-02
500009361	PIGG	LILIA	ODESSA	2006-06-06	F	Y	Chile	International	null	2013-12-22
500009360	LABONTE	ANGELIA	MELISSA	1975-09-10	F	Y	Richmond (Vic.)	3121	null	2003-11-25
500009363	VERMILLION	ELDEN	HENRY	1989-01-15	M	Y	Mount Coot-tha	4066	null	2010-10-12
500009362	SAMUEL	TAYLOR	SHIRLEY	1978-12-20	M	Y	Middle Cove	2068	null	1998-03-05
500009389	TRIGGS	SHAYNE	WILLIE	1990-09-21	M	Y	Priestdale	4127	null	2001-12-12
500009388	CRIST	AUGUST	PETE	2004-10-28	M	Y	Nigeria	International	null	2013-12-24
500009391	HOFFMAN	MERLE	MARVIN	1949-09-20	M	Y	Adelaide	5000	null	2001-07-02
500009390	MCCLOSKEY	LINETTE	KATRINA	1951-07-24	F	Y	Landsdale	6065	null	1998-07-16
500009385	BARROW	SONYA	GUSSIE	1994-12-14	F	Y	Essendon	3040	null	2017-05-04
500009384	DOERR	LEIGH	DARELL	1971-12-05	M	Y	Condell Park	2200	null	2002-07-19
500009387	LIEB	POLLY	JERILYN	1963-09-08	F	Y	Fulham Gardens	5024	null	2005-06-22
500009386	FAITH	DANETTE	NEVA	1997-04-26	F	Y	Baulkham Hills	2153	null	2004-04-19
500009381	REECE	LATOYA	JUDIE	1976-12-13	F	Y	Iraq	International	null	2005-09-28
500009380	FRY	AUBREY	KATHY	1948-09-08	F	N	Tarcoola Beach	6530	null	2017-09-07
500009383	COFIELD	MANUEL	ELROY	1996-09-15	M	Y	Somalia	International	null	2011-08-18
500009382	BUFFORD	BILLIE	SAL	1985-02-17	M	Y	Acacia Gardens	2763	null	2012-03-23
500009377	FINDLEY	LEVI	DELMER	1948-07-23	M	Y	Iraq	International	null	2010-06-23
500009376	GALBRAITH	JAME	KAREEM	1967-08-25	M	Y	Yahl	5291	null	2014-12-05
500009379	PECK	FRANKLIN	OSWALDO	1963-10-02	M	Y	Strathfield (NSW)	2135	null	2011-03-15
500009378	MCCLUSKEY	LACY	KAREEM	1969-12-06	M	Y	Sunnybank	4109	null	2017-06-02
500009405	MADSON	VENUS	FLORIDA	1940-06-20	F	N	Vietnam	International	null	2004-03-15
500009404	POON	ALEXA	JANINA	1953-11-27	F	Y	Wembley	6014	null	2010-06-03
500009407	JESSE	GLORY	DEBRA	1944-01-18	F	N	Lockleys	5032	null	2007-09-10
500009406	NEWHOUSE	RODERICK	CLIFF	1952-01-16	M	Y	Gilead	2560	null	2017-07-18
500009401	HIGHSMITH	ELLIE	CHERRY	1979-01-02	F	Y	Hocking	6065	null	2014-03-23
500009400	ESSEX	ODETTE	TERESITA	1970-03-22	F	Y	Clemton Park	2206	null	2011-02-14
500009403	POLIZZI	LEON	AARON	1940-06-11	M	N	Narangba	4504	null	2005-09-05
500009402	DEDRICK	JAYSON	ERASMO	1984-04-02	M	Y	Mount Cotton	4165	null	2001-04-23
500009397	DANNER	CLEVELAND	BRANDON	1982-04-02	M	Y	Nariel Valley	3707	null	2005-12-27
500009396	NOAH	NORENE	BIRDIE	1999-06-16	F	Y	Malaysia	International	null	2014-12-10
500009399	DEPALMA	LOYD	LEONEL	1944-08-04	M	Y	Prevelly	6285	null	2002-02-16
500009398	ROUSSEAU	MICAELA	LEISA	1999-06-07	F	Y	Lota	4179	null	2015-04-26
500009393	THOMSON	IAN	JUNIOR	1956-01-25	M	Y	Guinea	International	null	2017-07-01
500009392	MORAN	REUBEN	MARCUS	1957-04-10	M	Y	Dingley Village	3172	null	2009-06-24
500009395	SWINGLE	BENNETT	KRISTOPHER	1996-11-14	M	Y	Malaysia	International	null	2012-08-15
500009394	URBAN	LOUIS	TEODORO	1967-01-01	M	Y	Collaroy (NSW)	2097	null	2016-07-09
500009293	BEYER	SHEENA	CHARMAINE	2013-10-12	F	Y	Arundel	4214	null	2017-08-21
500009292	VERNON	RALPH	LONG	1967-01-03	M	Y	Woodstock (Cowra - NSW)	2793	null	2013-11-10
500009295	BORING	DERICK	JAMEL	1951-03-17	M	Y	Mango Hill	4509	null	2000-11-21
500009294	IRVIN	ANTONY	VIRGILIO	2007-03-21	M	Y	Malaysia	International	null	2017-07-18
500009289	ROWAN	AMERICA	CARIDAD	1975-10-13	F	Y	Morangup	6083	null	2011-12-14
500009288	MCGARRY	RUPERT	NELSON	1969-11-10	M	Y	Jamaica	International	null	2017-10-08
500009291	PENNEY	BRAD	BRET	1949-12-27	M	Y	Parkinson	4115	null	2007-04-24
500009290	LAKES	CURTIS	ZACHARIAH	1982-07-11	M	Y	Randwick	2031	null	2007-02-27
500009285	KISSINGER	ROSLYN	MARICELA	1976-05-17	F	Y	Preston (Vic.)	3072	null	2006-12-27
500009284	LANZ	DAISY	CHERRIE	2003-10-13	F	Y	Brunswick West	3055	null	2012-04-19
500009287	BIRCHFIELD	CHARLEEN	SCARLETT	1952-03-16	F	Y	Bondi	2026	null	2003-08-15
500009286	BOWEN	COY	GARFIELD	1962-01-25	M	Y	Flora Hill	3550	null	2017-05-11
500009281	LING	PEARL	STEPHANIE	1981-07-25	F	Y	Corrimal	2518	null	2000-02-18
500009280	SOUTHWICK	NED	MITCHEL	1981-05-10	M	Y	Cannons Creek	3977	null	2013-10-11
500009283	CLEARY	OLLIE	CURTIS	1937-07-10	M	Y	Emerton	2770	null	2000-11-10
500009282	YORK	BILL	ZACK	1958-10-28	M	Y	Cranbrook (Qld)	4814	null	1999-02-03
500009309	YOUSSEF	STEPHANI	ELLA	1986-03-09	F	Y	Vietnam	International	null	2013-10-08
500009308	HANNAN	IRMA	MELLISSA	1976-04-16	F	Y	Bald Hills (Qld)	4036	null	2002-10-26
500009311	CUTTING	ORVILLE	TOBIAS	1957-11-12	M	Y	Heatley	4814	null	2015-06-05
500009310	JALBERT	GLENN	MOSES	1943-03-06	M	Y	Elwood	3184	null	1999-05-12
500009305	WITHAM	RHIANNON	MAGDALENA	1941-10-05	F	Y	Mount Druitt	2770	null	2009-02-20
500009304	MAGUIRE	CHUNG	MALIK	1974-12-03	M	Y	Thornlands	4164	null	2008-07-22
500009307	BRAWLEY	CRISTOPHER	RILEY	1937-09-09	M	N	Cranbourne	3977	null	2006-12-06
500009306	SMILEY	LULA	HANNA	1996-09-10	F	Y	Haiti	International	null	2014-01-22
500009301	HALEY	ALMEDA	LAURETTA	1950-04-08	F	Y	South Fremantle	6162	null	2001-06-12
500009300	PEER	MONICA	ORALIA	1950-10-11	F	Y	West Moonah	7009	null	2010-01-13
500009303	COTTER	JAYME	BETH	1945-09-02	F	Y	Regentville	2745	null	1999-02-19
500009302	MOSTELLER	JOSEFINA	ESTELA	1980-12-13	F	Y	Labrador	4215	null	2000-12-10
500009297	GERACE	MARILYN	RAFAELA	1974-10-05	F	Y	Burkina Faso	International	null	2011-06-16
500009296	LAING	ASIA	DEBI	1965-08-18	F	Y	Jerrabomberra	2619	null	2016-07-28
500009299	CARDER	POLLY	CAROLE	1967-06-02	F	Y	Hamilton Valley	2641	null	2016-10-20
500009298	ZACHARIAS	JUDE	JIMMIE	1972-03-15	M	Y	Keilor Lodge	3038	null	2008-06-10
500009325	COLE	LYNN	KIP	1992-12-23	M	Y	Cocoroc	3030	null	1998-11-16
500009324	HOLTZMAN	ESTEBAN	GLEN	1966-07-25	M	Y	Middle Park (Qld)	4074	null	2002-12-03
500009327	GLYNN	GEORGIE	GRETA	2004-04-08	F	Y	Flagstaff Hill	5159	null	2016-11-20
500009326	BISHOP	CLEVELAND	ZACHARIAH	1945-10-05	M	Y	West Leederville	6007	null	2009-03-08
500009321	HAGLER	KATHERYN	BERTHA	2004-09-13	F	Y	Box Hill North	3129	null	2015-05-18
500009320	BUCKMAN	AUBREY	CHI	1977-02-24	M	Y	Guyana	International	null	2017-12-14
500009323	FAST	CEDRICK	DOMINICK	1997-09-07	M	Y	Clapham	5062	null	2003-12-20
500009322	BARGER	DEDRA	JACQUELYN	1948-10-18	F	Y	Mount Cottrell	3024	null	2007-09-01
500009317	ULRICH	FRANCISCO	COLUMBUS	1991-10-26	M	N	Greece	International	null	2004-06-21
500009316	KAY	MARYLOU	CINDI	1989-03-19	F	Y	Burnside Heights	3023	null	2000-04-28
500009319	DESAI	EMERY	MARY	1992-05-13	M	Y	Thrumster	2444	null	2014-03-25
500009318	ROGAN	ROXANE	GEORGIE	1958-07-25	F	Y	Avalon (Vic.)	3212	null	2009-05-26
500009313	OGLE	ABRAM	JOHNATHON	1949-09-15	M	Y	Forde	2914	null	2005-12-19
500009312	HARR	DANILO	JULES	1971-11-09	M	Y	Yahl	5291	null	2015-02-19
500009315	STALLARD	LESLIE	FRANKLIN	1949-11-16	M	Y	Eumemmerring	3177	null	2005-06-24
500009314	SHARPE	DAVID	ROBT	1972-07-14	M	Y	Aldinga Beach	5173	null	2000-04-27
500009341	HARRY	AHMED	DEMETRIUS	1962-03-11	M	Y	Cyprus	International	null	2016-02-06
500009340	BRASWELL	ABBEY	TRINA	1962-08-20	F	Y	Libya	International	null	2015-07-18
500009343	PITMAN	BRYON	ORLANDO	1940-12-02	M	Y	Mosman	2088	null	1998-06-19
500009342	WASH	MONTE	JARED	1964-01-04	M	Y	Oxford Falls	2100	null	2002-09-10
500009337	HAUER	HOWARD	ARNOLD	1984-02-14	M	Y	Jerrabomberra	2619	null	2016-08-05
500009336	OUSLEY	ARMIDA	PENELOPE	1962-10-22	F	Y	Macmasters Beach	2251	null	2012-11-18
500009339	SANDY	EMIL	MASON	1984-02-10	M	Y	Brazil	International	null	2000-04-23
500009338	HAMMER	SEYMOUR	TERENCE	1944-12-15	M	Y	Ghana	International	null	2013-06-06
500009333	DAS	CANDY	AGNES	1995-05-26	F	Y	Tewinga	2449	null	2004-09-28
500009332	BROOK	BERNADINE	ROSELYN	1964-04-28	F	Y	Lesotho	International	null	2009-05-13
500009335	TRIGGS	RAMIRO	JERE	1978-07-12	M	Y	Canley Heights	2166	null	2006-01-25
500009334	PAULIN	BRAD	CHRIS	1948-03-24	M	Y	Crangan Bay	2259	null	2016-04-25
500009329	CROSSLAND	BYRON	TED	1952-04-26	M	Y	Equatorial Guinea	International	null	2000-12-14
500009328	HOSEY	LATASHA	ASHLEE	1969-08-18	F	Y	Canada	International	null	2016-04-22
500009331	CORPUZ	SABINA	MAXIE	1978-08-14	F	Y	Rangewood	4817	null	2017-07-07
500009330	BAUMANN	TRENT	SOL	1939-06-04	M	Y	Burkina Faso	International	null	2004-12-03
500009229	WILHOIT	ADAN	BRENDON	1958-12-13	M	Y	Glenelg East	5045	null	2016-08-15
500009228	FLIPPIN	NATHANIEL	HUMBERTO	1990-04-14	M	Y	Lurnea	2170	null	2002-02-10
500009231	KAVANAGH	MARGOT	DOROTHY	1979-11-11	F	Y	Warrandyte	3113	null	2016-02-01
500009230	TOMS	DANILO	BERNARD	1966-03-04	M	Y	Ermington	2115	null	1999-01-11
500009225	KATZ	JEANNE	LISA	1953-08-26	F	N	Trott Park	5158	null	2005-08-19
500009224	MCGARRY	SUN	REINA	2011-01-06	F	Y	Italy	International	null	2017-06-11
500009227	WESLEY	LIZZIE	JUNE	1991-04-12	F	Y	Kangaroo Flat (Vic.)	3555	null	2014-12-23
500009226	OGBURN	EVETTE	SHIRLEE	2004-07-27	F	Y	Whiteside	4503	null	2008-11-15
500009221	PFEFFER	GRACIE	CATHARINE	1994-04-03	F	Y	French Guiana	International	null	2005-01-17
500009220	RAWLS	KRISTY	DANIEL	1997-08-27	F	Y	Greece	International	null	2005-06-20
500009223	SNIPES	ANDREA	ED	1996-02-21	M	Y	Heatley	4814	null	2008-03-05
500009222	NEEDHAM	RACQUEL	BARBRA	1948-06-05	F	N	Inala	4077	null	2014-07-24
500009217	CLAIR	TILLIE	BROOKE	2008-03-26	F	Y	Burkina Faso	International	null	2016-10-06
500009216	KRUG	MARINA	WENDY	1958-06-19	F	Y	Timor Leste	International	null	2014-12-02
500009219	BULLOCK	DONNIE	MARIO	1995-05-07	M	Y	Togo	International	null	2014-10-24
500009218	EDDINGTON	MODESTO	LOU	2006-01-23	M	Y	Willow Vale (Wingecarribee - NSW)	2575	null	2013-01-28
500009245	KILIAN	TESS	PATSY	1957-05-02	F	Y	Breakwater	3219	null	2009-09-09
500009244	WOODS	ERLINDA	EDNA	1940-04-01	F	Y	Oatley	2223	null	2005-05-06
500009247	GILLILAND	VIRGIL	BRAIN	1960-06-07	M	Y	Port Augusta	5700	null	2009-02-18
500009246	AMBROSE	ARLIE	BRAD	1992-08-21	M	Y	Runcorn	4113	null	2005-01-28
500009241	AUTRY	ALENE	EDNA	1945-11-01	F	N	Maryborough West	4650	null	2010-10-16
500009240	DECK	VITA	LENNIE	1984-11-01	F	Y	Great Britain	International	null	2010-07-26
500009243	BREUER	MATILDE	LEEANN	1946-03-26	F	N	Somalia	International	null	2011-02-17
500009242	RICHMAN	LATASHA	JERI	1955-03-01	F	Y	Honduras	International	null	2005-03-27
500009237	BRIGHT	ADAN	EMMITT	1981-07-20	M	Y	Ridgewood (WA)	6030	null	2011-05-02
500009236	WEITZEL	HUNTER	DILLON	1965-09-13	M	Y	Oman	International	null	2008-11-10
500009239	COLBY	MAYBELLE	ENID	1949-06-25	F	Y	Sinnamon Park	4073	null	2001-12-27
500009238	MULDOON	SUMMER	CRISTY	1987-04-28	F	Y	Germany	International	null	2014-10-16
500009233	WUNDER	ALEXIS	FLORINE	1945-06-02	F	Y	Strathpine	4500	null	2011-04-15
500009232	REUTER	SU	VALENTINA	1994-09-08	F	Y	Huntleys Point	2111	null	2011-10-11
500009235	WHITNEY	LEONE	ADELLA	1949-07-20	F	Y	Bulgaria	International	null	2006-03-16
500009234	GARFIELD	ALETHA	TANIA	1963-02-01	F	Y	Lesotho	International	null	1998-10-08
500009261	WITTENBERG	LUCIENNE	JUDY	1977-06-11	F	N	Malaysia	International	null	2002-05-05
500009260	JANSON	LAWANDA	MARCELLE	1997-08-25	F	Y	Marsfield	2122	null	2011-09-04
500009263	DENSON	MARSHALL	CHESTER	1968-05-19	M	Y	Dingley Village	3172	null	1999-06-25
500009262	HEINEN	EZRA	FREDRIC	1976-01-15	M	Y	Kensington (NSW)	2033	null	2002-01-10
500009257	KAPLAN	MARLIN	DEWAYNE	1954-09-26	M	Y	Seabrook	3028	null	2007-09-26
500009256	CLAIBORNE	ELMER	NICKY	1945-08-11	M	Y	Coburg North	3058	null	1998-11-19
500009259	BABBITT	EILEEN	MALIA	1981-06-27	F	Y	Lebanon	International	null	2014-05-28
500009258	BHATTI	KYLEE	FATIMA	1953-04-01	F	Y	Dysart (Qld)	4745	null	2013-01-04
500009253	CHAPPELL	ADELINE	JENNI	1988-12-06	F	Y	Myanmar/Burma	International	null	2006-04-15
500009252	BELISLE	IDALIA	GENOVEVA	1959-12-10	F	Y	Ningi	4511	null	2013-07-03
500009255	HAIGH	GARRY	COLUMBUS	1954-10-02	M	Y	Rouse Hill	2155	null	2014-06-03
500009254	STRINGFELLOW	DOMINGO	CRISTOBAL	2003-07-24	M	Y	North Lake	6163	null	2007-10-12
500009249	KLEE	ZACHERY	ANDERSON	1988-10-25	M	Y	Tea Tree Gully	5091	null	2007-09-06
500009248	STELLA	SOFIA	MAURINE	1950-12-22	F	Y	Southport (Qld)	4215	null	2001-06-03
500009251	HARTNETT	JORGE	JUDE	1941-07-09	M	Y	Illawong	2234	null	2005-07-02
500009250	ALDRIDGE	EUGENIO	DOYLE	1987-05-08	M	Y	Mays Hill	2145	null	1998-03-17
500009277	MASTER	ELISA	BREANNA	1983-06-12	F	Y	Downer	2602	null	2002-04-14
500009276	BUNDY	TERI	TAMEKA	1966-03-13	F	Y	Myanmar/Burma	International	null	2003-07-11
500009279	LAUX	ROXANA	ROBBIN	1957-04-22	F	Y	Lithuania	International	null	2017-08-18
500009278	CHRISTMAS	ROSEANN	VELIA	1966-02-03	F	Y	White Rock (Cairns - Qld)	4868	null	2014-02-08
500009273	HENDERSHOT	ILEANA	GENA	1938-12-19	F	Y	Norway	International	null	2003-06-11
500009272	DEMUTH	CRUZ	CHRISSY	1979-07-11	F	Y	Brunswick West	3055	null	2010-10-05
500009275	CHAMPLIN	MARILYNN	VIVIANA	1949-01-21	F	Y	Point Frederick	2250	null	2005-12-08
500009274	SHEFFER	ROXIE	MIA	1933-08-15	F	Y	Azerbaijan	International	null	1998-10-07
500009269	MELLO	VALERIE	VALARIE	1937-06-06	F	Y	Aubin Grove	6164	null	2004-01-06
500009268	BONNER	JOHN	DUANE	1943-08-28	M	N	Mexico	International	null	2010-02-13
500009271	MORLOCK	ENRIQUE	WILBER	1997-10-09	M	Y	Chatswood West	2067	null	2016-09-05
500009270	LUCY	JERI	ILA	2005-10-27	F	Y	Lake Haven	2263	null	2014-03-01
500009265	JULIEN	MERRILL	THAD	1976-01-22	M	Y	Nicaragua	International	null	2002-06-11
500009264	HAMANN	BOBBY	DONN	1942-10-18	M	Y	Glenhaven	2156	null	2005-10-16
500009267	SING	TYRON	RUBEN	1962-02-25	M	Y	Connolly	6027	null	1999-06-05
500009266	MCADOO	LONNIE	CONNIE	1991-01-24	F	Y	Niger	International	null	2001-06-07
500009165	BEELER	LAKISHA	NICOLA	1970-04-13	F	Y	Indonesia	International	null	2014-01-08
500009164	SHIVELY	FRANCISCO	OTHA	2005-12-20	M	Y	Mile End South	5031	null	2014-01-15
500009167	CHALK	BERNITA	AGNES	1960-04-20	F	N	Corio	3214	null	2000-07-07
500009166	PANG	ALEXIS	CHARLEY	2003-06-03	M	Y	Croydon South	3136	null	2014-11-10
500009161	NELSON	TRISHA	DIANA	1947-08-21	F	Y	Carina Heights	4152	null	2003-06-21
500009160	FRANCK	CYRIL	WILLIAN	1991-01-20	M	Y	Falcon	6210	null	2004-07-25
500009163	LOVELL	PANSY	BARB	2005-07-16	F	Y	City	2601	null	2011-09-17
500009162	TAYLOR	WILTON	PORTER	1987-10-23	M	Y	Cremorne (NSW)	2090	null	2003-07-08
500009157	WOOLDRIDGE	JERALDINE	LASHANDA	1976-02-06	F	Y	Seddon (Vic.)	3011	null	1999-01-11
500009156	BAUCOM	SANJUANA	GLENNA	2011-08-03	F	Y	Glebe (NSW)	2037	null	2016-08-23
500009159	FRITZ	MALCOLM	JOHNNIE	1972-07-17	M	Y	Poland	International	null	2010-06-07
500009158	CAUTHEN	PORTER	WILLY	1979-05-20	M	Y	Lesotho	International	null	2015-07-27
500009153	BRADLEY	KIRBY	SYLVESTER	1970-04-26	M	Y	Meadow Heights	3048	null	2011-08-25
500009152	WIRTZ	JENNI	CHERISE	1995-02-26	F	Y	Plympton	5038	null	2017-03-22
500009155	PLANTE	GLORY	GLADIS	2000-12-11	F	Y	Wagga Wagga	2650	null	2016-09-24
500009154	RUDE	GABRIELA	DALE	1986-09-17	F	Y	Togo	International	null	2010-03-24
500009181	HARING	IRVIN	BRAIN	1984-06-25	M	Y	Fitzroy (SA)	5082	null	2006-11-16
500009180	ELLIOT	WILLIS	CHARLIE	1992-08-11	M	Y	Jamaica	International	null	2004-09-24
500009183	LOWRY	JUAN	INA	1965-03-20	F	N	Coolabunia	4610	null	1999-07-25
500009182	BURNHAM	AHMED	CEDRIC	1967-01-04	M	Y	Marrickville	2204	null	1998-07-01
